@relation credit6000_126
@attribute b0 real
@attribute b1 real
@attribute b2 real
@attribute b3 real
@attribute b4 real
@attribute b5 real
@attribute b6 real
@attribute b7 real
@attribute b8 real
@attribute b9 real
@attribute b10 real
@attribute b11 real
@attribute b12 real
@attribute b13 real
@attribute b14 real
@attribute b15 real
@attribute b16 real
@attribute b17 real
@attribute b18 real
@attribute b19 real
@attribute b20 real
@attribute b21 real
@attribute b22 real
@attribute b23 real
@attribute b24 real
@attribute b25 real
@attribute b26 real
@attribute b27 real
@attribute b28 real
@attribute b29 real
@attribute b30 real
@attribute b31 real
@attribute b32 real
@attribute b33 real
@attribute b34 real
@attribute b35 real
@attribute b36 real
@attribute b37 real
@attribute b38 real
@attribute b39 real
@attribute b40 real
@attribute b41 real
@attribute b42 real
@attribute b43 real
@attribute b44 real
@attribute b45 real
@attribute b46 real
@attribute b47 real
@attribute b48 real
@attribute b49 real
@attribute b50 real
@attribute b51 real
@attribute b52 real
@attribute b53 real
@attribute b54 real
@attribute b55 real
@attribute b56 real
@attribute b57 real
@attribute b58 real
@attribute b59 real
@attribute b60 real
@attribute b61 real
@attribute b62 real
@attribute b63 real
@attribute b64 real
@attribute c {2,1}
@data
6.4734,2.8237,0.0,1.0,5.6702,5.7632,5.2983,0.0,6.1533,0.0,-56.583,0.0,6.1348,6.4768,4.2632,6.6689,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2383,0.0,0.9198,1.1728,-0.4647,0.0,0.0,2.2383,3.9027,4.0955,3.851,24.948,1000.0,1.0278,0.0,0.0,0.6584,1.0,0.0,4.8843,0.17627,0.0,2.0412,0.0,0.0,4.4998,0.0,7.5,8.79,0.0,8.8323,4.4839,0.0,0.0,1.0,0.0,1.1121,1.7109,8.2563,2
6.4748,2.7362,611.33,2.6858,3.2321,0.0,3.912,0.0,3.2581,0.0,0.0,25.333,0.0,5.332,0.0,7.2324,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.972,21.196,15.128,15.128,0.0,15.128,0.0,21.196,0.0,3.7553,3.7553,-57.254,1000.0,3.2117,0.0,0.0,10.315,0.0,20.0,4.5747,0.64667,1.4955,0.0,0.0,0.0,0.0,0.0,1.5,6.7931,0.0,6.7469,4.1018,0.0,0.0,0.0,0.0,2.3026,3.488,2.9811,2
6.4764,3.7136,287.79,1.0,6.1907,6.1141,6.4764,0.0,6.5351,0.0,0.0,72.013,6.6087,6.4918,4.6052,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.104,1.0,0.0,0.45263,1.0,5.2413,3.0,0.0,0.0,0.0,0.0,0.0,4.382,0.0,8.0,9.1333,0.0,9.1432,4.5389,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
6.4783,3.7136,225.44,1.0,3.4796,5.6945,0.0,0.0,4.5782,0.0,-200.0,0.0,6.7318,6.4471,4.6052,6.9922,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,6.6865,0.5816,0.0,6.4573,50.0,0.0,4.0077,4.2334,4.2638,-5.163,202.31,1.2417,0.0,0.0,15.0,1.0,20.0,5.1186,0.3342,0.0,2.5674,0.0,0.0,5.193,0.0,5.0,8.1536,0.0,8.3777,4.2558,0.0,2.3026,1.0,0.0,0.0,1.9016,6.5135,2
6.479,3.5441,265.36,1.0,4.1997,4.3175,3.912,0.0,3.912,0.0,-16.667,0.0,4.1744,5.957,2.8226,7.084,1.0,0.0,0.0,2.1039,0.0,1.0,0.0,0.0,0.0,0.0,12.026,5.2176,5.7425,3.8222,0.0,3.4564,0.0,10.285,2.2684,3.3638,3.3813,-1.505,435.72,1.2714,0.0,0.0,1.3422,1.0,7.729,4.1431,0.21,0.9673,0.0,0.0,0.0,2.3026,0.0,3.0,7.7525,0.0,7.7616,4.3641,2.3026,0.0,2.0,0.0,2.211,2.9947,4.9549,2
6.4802,0.0,0.0,5.5678,4.6052,4.3716,4.6052,0.0,4.6052,0.0,0.0,41.667,0.0,0.0,0.0,7.0186,1.0,1.0,0.0,9.0272,0.0,1.0,0.0,12.231,0.0,4.6052,5.5209,6.4604,6.4596,7.424,-2.6175,0.0,0.0,12.776,0.0,0.0,2.504,-23.643,320.61,1.026,1.0,-2.8571,0.0,0.0,20.0,4.4965,0.16309,1.3756,0.0,0.0,0.0,2.9957,0.0,5.5,8.5021,0.0,8.4863,4.5058,0.0,0.0,1.0,0.0,2.1995,2.6952,6.9586,2
6.4812,1.9579,332.39,1.0,3.5303,3.2393,4.4116,0.0,0.0,0.0,0.0,17.237,5.8756,4.0791,4.6052,7.127,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.9221,50.0,15.41,15.815,-1.224,0.0,43.892,0.0,3.6179,3.2145,3.253,-2.781,213.65,2.3825,0.0,-1.1529,0.0,1.0,20.0,4.8048,1.221,1.8705,0.0,0.0,0.0,4.382,0.0,1.0,3.7801,0.0,5.85,1.6831,0.0,0.0,1.0,0.0,2.3026,4.3731,1.655,2
6.4827,1.5809,0.0,3.5872,3.2834,4.3175,0.0,2.708,3.912,0.0,-96.667,0.0,4.9617,3.0493,3.4371,6.958,1.0,1.0,0.0,7.2385,0.0,1.0,0.0,5.6453,0.55556,3.5862,42.582,12.575,23.744,8.099,0.0,19.028,40.667,0.0,2.8395,2.2721,2.7498,-11.633,235.08,1.2406,1.0,0.0,1.3242,1.0,20.0,4.7605,1.168,1.7867,0.0,0.0,0.0,3.4012,0.0,1.0,5.1064,0.0,5.8472,2.8627,0.0,0.0,1.0,0.0,2.211,3.3365,1.6659,2
6.4847,2.636,0.0,5.5678,6.9078,6.7378,6.3969,0.0,6.9078,0.0,0.0,200.0,6.489,6.4847,4.1958,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0917,0.0,0.5475,1.2657,-2.4238,0.0,0.0,3.7905,4.5001,3.868,3.618,16.716,783.89,0.0,1.0,-0.861,0.0,1.0,0.0,5.1846,0.1785,0.0,2.7252,0.0,0.0,4.4998,0.0,8.0,9.1345,0.0,9.1426,4.54,0.0,0.0,2.0,0.0,0.0,1.1854,9.3367,2
6.485,0.0,39.58,5.5678,4.8929,4.4229,4.6052,0.0,5.2983,0.0,0.0,100.0,0.0,0.0,0.0,7.2236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.5524,3.2216,5.0749,5.8916,-4.0836,0.0,0.0,9.1585,0.0,0.0,3.2318,-52.196,1000.0,1.4254,1.0,-10.0,0.0,0.0,20.0,4.622,0.226,1.5521,0.0,0.0,0.0,0.0,0.0,4.5,8.2776,0.0,8.2545,4.4823,0.0,0.0,0.0,0.0,2.0637,2.1268,6.1739,2
6.4891,0.99816,151.56,1.0,3.0758,3.0366,3.912,0.0,0.0,2.7081,0.0,1.667,4.8579,0.0,4.6052,7.0313,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.159,42.024,27.683,25.64,0.0,4.2579,37.841,0.0,2.8448,2.2041,2.2757,-1.538,43.57,1.6858,1.0,0.0,0.0388,1.0,20.0,4.7605,0.2336,1.7752,0.0,0.0,0.0,2.3026,0.0,5.0,8.355,0.0,8.3761,4.4547,0.0,0.0,1.0,0.0,2.3026,3.8695,6.5696,2
6.4896,3.7136,190.7,5.5678,5.9905,5.6817,6.4896,0.0,5.7125,0.0,0.0,200.0,5.3418,6.4896,3.4574,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0019,0.0,-0.088,0.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,3.4012,0.0,8.0,9.1151,0.0,9.0644,4.5926,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
6.4902,3.7136,0.0,5.5678,6.6618,6.7923,6.4902,0.0,6.0486,0.0,-200.0,0.0,6.5806,6.4902,3.9421,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,-1.0158,0.0,50.0,0.0,4.6052,4.6052,4.0966,54.278,625.14,0.0,0.0,-0.0306,0.0,1.0,19.616,3.0,0.0,0.0,0.0,0.0,0.0,2.3026,0.0,8.0,9.4156,0.0,9.4207,4.5586,0.0,0.0,2.0,0.0,0.0,0.89956,10.0,2
6.4913,3.7136,479.01,5.5678,6.1948,5.6375,6.4913,0.0,6.6985,0.0,0.0,200.0,0.0,6.5973,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,59.542,354.52,0.0,1.0,0.0,1.0295,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,8.8956,0.0,8.801,4.6151,0.0,0.0,0.0,1.0,0.0,0.0,10.05,2
6.4923,2.8554,135.53,2.5896,4.9416,5.1552,5.0106,0.0,4.7875,0.0,-66.667,0.0,4.8802,5.8732,3.6122,7.0576,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4002,2.503,2.4798,1.5367,0.0,1.582,0.0,2.9416,3.0518,3.6818,3.9392,-26.98,267.07,1.2172,0.0,0.0,0.2159,1.0,0.0,4.6444,0.26,1.5757,0.0,0.0,0.0,4.382,0.0,4.0,8.1249,0.0,8.1137,4.4478,0.0,0.0,2.0,0.0,1.8971,1.8949,5.8587,2
6.4953,2.6439,0.0,5.5678,6.3033,6.0151,6.4953,0.0,4.5029,0.0,0.0,200.0,5.2948,6.4977,3.068,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0138,0.0,-1.0242,0.0,1.0,7.0679,3.0,0.0,0.0,0.0,0.0,0.0,4.0943,0.0,4.0,8.2429,0.0,8.1131,4.5645,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
6.4954,3.1481,259.02,2.762,4.9175,4.5451,3.912,0.0,0.0,0.0,0.0,85.0,0.0,4.7057,0.0,7.001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.242,50.0,2.8263,3.5859,-2.7688,0.0,50.0,0.0,0.0,3.6006,3.4311,15.643,1000.0,1.2546,0.0,0.0,0.2109,0.0,20.0,4.0037,0.12178,0.82764,0.0,0.0,0.0,0.0,0.0,4.5,8.264,0.0,8.2527,4.4689,0.0,0.0,1.0,0.0,2.1571,2.5623,6.2378,2
6.4956,3.7136,0.0,3.2651,6.4258,6.9078,6.4956,0.0,5.6755,0.0,-200.0,0.0,7.1396,6.4956,4.5036,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,0.0,0.0,0.0,0.4187,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.8861,0.0,4.3,8.0193,0.0,8.1991,4.2722,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
6.4966,2.2189,663.69,1.0,4.2244,3.5313,4.382,0.0,4.8283,0.0,0.0,68.333,6.7049,6.6693,4.6052,7.0859,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.2859,0.0,2.8433,2.8433,0.0,2.8433,0.0,7.2859,4.1185,4.3892,4.3892,-19.427,148.48,2.7975,0.0,0.0,7.8258,1.0,10.205,5.3442,1.396,0.0,3.159,0.0,0.0,4.6052,0.0,1.5,5.1463,0.0,6.73,2.5219,0.0,0.0,2.0,0.0,2.1972,4.0746,2.8919,2
6.5025,3.7136,287.35,5.5678,5.2348,4.7665,0.0,2.6387,6.0119,0.0,0.0,140.38,0.0,0.0,0.0,7.2764,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.629,1.6015,3.4559,3.6239,-0.8347,0.0,46.629,0.0,0.0,2.8371,3.5137,-42.317,1000.0,1.3667,1.0,-5.6764,0.0,0.0,20.0,4.6549,0.35033,1.5762,0.0,0.0,0.0,0.0,0.0,3.0,7.7565,0.0,7.755,4.3681,0.0,0.0,1.0,0.0,1.8871,1.9414,4.6932,2
6.5038,2.4422,16.743,2.5383,3.1499,3.1987,3.2189,0.0,3.4012,0.0,-2.333,0.0,0.0,0.0,0.0,6.9707,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.708,21.881,28.216,25.547,0.0,5.0946,0.0,34.184,0.0,0.0,1.4072,-8.274,13.28,1.0496,1.0,-2.1031,0.0,0.0,0.0,4.6681,0.213,1.595,0.0,0.0,0.0,0.0,0.0,5.0,8.3772,0.0,8.3738,4.4766,0.0,0.0,2.0,0.0,2.3026,3.6149,6.5809,2
6.507,3.2038,0.0,5.5678,5.8454,6.5083,6.507,0.0,5.9057,0.0,-200.0,0.0,6.5881,6.5079,4.6052,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3186,-1.7764,0.0,46.513,0.0,4.4832,4.5891,3.2378,97.965,994.1,0.0,0.0,0.0,1.7548,1.0,19.997,3.0,0.0,0.0,0.0,0.0,0.0,5.193,0.0,4.5,8.2105,0.0,8.2507,4.416,0.0,0.0,2.0,0.0,1.1416,1.6147,6.2296,2
6.5094,0.0,246.12,2.6275,3.912,3.7579,3.912,0.0,3.912,0.0,0.0,14.28,0.0,4.6988,0.0,7.2725,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.429,11.129,11.726,8.5519,0.0,7.6175,0.0,12.429,0.0,1.9202,3.3329,-55.755,1000.0,1.8322,0.0,-5.9715,0.0,0.0,20.0,4.6405,0.2072,1.543,0.0,-1.0,1.0,0.0,0.0,5.0,8.3821,0.0,8.373,4.4815,0.0,0.0,2.0,0.0,2.2447,3.1794,6.6056,2
6.5094,3.6171,0.0,5.5678,4.8929,5.0106,4.6052,0.0,4.6052,0.0,-33.333,0.0,0.0,5.5937,0.0,6.5742,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7142,3.9384,3.628,4.1717,-0.9787,0.0,0.0,5.2545,0.0,2.7333,1.8853,15.384,160.18,0.0,0.0,0.0,0.6718,0.0,0.0,4.6102,0.5025,1.4968,0.0,0.0,0.0,0.0,0.0,2.0,7.2574,0.0,7.1919,4.2756,0.0,0.0,2.0,0.0,1.981,1.9689,3.7653,2
6.5095,3.7136,151.26,5.5678,6.4796,6.1718,6.5095,0.0,6.4356,0.0,0.0,200.0,5.8077,6.513,3.8999,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,0.0,0.0,-0.4604,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.7875,0.0,6.5,8.7272,0.0,8.6705,4.5633,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
6.5099,1.0251,0.0,5.5678,6.4511,6.1942,4.6052,0.0,3.7338,0.0,0.0,200.0,0.69315,6.5115,0.11344,6.7627,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7175,0.0,0.3009,0.5277,-0.6415,0.0,39.178,0.0,0.33938,4.056,4.1226,-5.8409,1000.0,0.0,0.0,-1.3004,0.0,1.0,20.0,4.5633,0.31967,1.4276,0.0,0.0,0.0,2.3026,0.0,3.0,7.7877,0.0,7.7529,4.3988,0.0,0.0,0.0,0.0,0.0,0.90194,5.0653,2
6.514,2.3297,276.88,5.5678,5.5369,4.8438,6.514,0.0,4.4683,0.0,0.0,200.0,4.2334,6.615,2.2235,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0884,0.0,0.0,1.1847,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,2.3026,0.0,8.0,8.9785,0.0,8.8991,4.6066,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
6.5147,3.7136,147.28,4.9692,5.6637,5.4205,6.5147,0.0,4.4924,0.0,0.0,124.42,6.2443,6.5147,4.3348,6.8174,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917,-0.529,0.0,50.0,0.0,4.6052,4.6052,4.4627,33.568,346.9,1.1636,0.0,0.0,0.3473,1.0,19.79,3.0,0.0,0.0,0.0,0.0,0.0,4.4998,0.0,8.0,9.1575,0.0,9.1404,4.5628,0.0,0.0,1.0,0.0,1.154,1.2825,9.7844,2
6.516,0.0,544.71,1.7462,0.0,0.0,0.0,2.9956,3.4012,0.0,0.0,16.667,0.0,6.115,0.0,7.1758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.795,8.873,18.442,18.442,0.0,18.442,0.0,32.795,0.0,3.8248,3.8248,-54.178,1000.0,3.8699,0.0,0.0,14.976,0.0,20.0,4.119,0.41,0.9099,0.0,0.0,0.0,0.0,0.0,1.5,6.731,0.0,6.7143,4.0407,0.0,0.0,1.0,0.0,2.3026,3.6388,3.0908,1
6.5179,3.7136,161.53,1.0,4.5464,4.8781,4.798,0.0,4.6052,0.0,-74.18,0.0,5.8756,3.7558,4.1318,7.168,1.0,1.0,0.0,7.8155,0.0,1.0,8.6119,16.757,0.88926,3.8913,4.5837,6.2127,6.2823,3.3806,0.0,4.5258,0.0,8.7901,3.6396,3.085,3.5327,-27.935,582.48,1.3475,1.0,-0.01813,0.0,1.0,5.1085,4.8911,0.15659,1.9656,0.0,0.0,0.0,3.6889,1.0,8.0,8.9312,0.0,8.9648,4.4997,0.0,0.0,2.0,0.0,2.0432,2.6685,8.7875,2
6.5187,3.7136,352.13,1.0,6.1123,6.0012,6.5187,0.0,6.0926,0.0,0.0,94.933,6.5706,6.5191,4.6052,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0383,0.0,0.0,0.6273,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0106,0.0,8.0,9.0223,0.0,9.0267,4.5333,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
6.5198,3.7136,74.6,5.5678,6.2072,6.9078,6.5198,0.0,5.6855,0.0,-200.0,0.0,0.0,6.5212,0.0,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5038,4.5595,-9.6363,1000.0,0.0,0.0,0.0,0.5274,0.0,4.2162,3.0,0.0,0.0,0.0,0.0,0.0,4.382,0.0,8.0,9.0931,0.0,9.0266,4.6034,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
6.5237,3.7136,55.48,2.5915,3.912,3.9286,3.912,0.0,3.912,0.0,-1.667,0.0,0.0,5.3936,0.0,6.915,1.0,1.0,97.41,0.0,0.0,1.0,12.097,6.3387,0.72131,4.2911,12.622,8.9066,10.424,10.185,0.0,0.4683,0.0,3.7154,0.0,2.493,2.1608,7.183,104.33,0.0,0.0,0.0,0.9429,0.0,4.4,4.7068,0.17031,1.6253,0.0,0.0,0.0,0.0,0.0,6.5,8.6755,0.0,8.6689,4.5122,0.0,0.0,0.0,0.0,2.2751,3.5543,7.6771,2
6.5242,1.8342,0.0,4.7115,3.2834,3.9476,3.6889,0.0,0.0,2.9957,-50.283,0.0,0.0,0.0,0.0,7.0879,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.036,33.539,24.905,10.915,0.0,18.839,0.0,34.01,0.0,0.0,3.0257,-38.751,1000.0,1.6935,1.0,-3.8618,0.0,0.0,20.0,4.7397,0.15253,1.6788,0.0,0.0,0.0,0.0,0.0,7.5,8.8316,0.0,8.8274,4.525,0.0,0.0,2.0,0.0,2.2618,3.4144,8.2613,2
6.5252,3.7136,304.23,1.0,5.5546,5.2707,6.5252,0.0,3.8725,0.0,0.0,127.74,6.6513,6.5267,4.6052,6.7676,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3378,-1.0058,0.0,0.0,5.6027,4.5833,4.5954,4.6003,-0.976,0.47,1.3473,0.0,0.0,0.3799,1.0,13.753,3.0,0.0,0.0,0.0,0.0,0.0,4.2485,0.0,3.5,7.9044,0.0,7.9437,4.3618,0.0,0.0,1.0,0.0,1.0544,1.5596,5.4708,2
6.5265,3.2802,0.0,5.5678,4.1997,4.3175,4.6052,0.0,3.912,0.0,-16.667,0.0,0.0,0.0,0.0,6.7412,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.8298,13.546,9.909,9.8344,0.0,0.1342,0.0,9.469,0.0,0.0,0.35613,-0.6433,0.38,0.0,1.0,-0.0638,0.0,0.0,0.0,4.0826,0.2372,0.86825,0.0,0.0,0.0,0.0,0.0,2.5,7.5554,0.0,7.505,4.3495,0.0,0.0,1.0,0.0,2.211,2.8022,4.2821,2
6.5283,2.1133,604.71,1.0,5.9437,5.4135,6.5283,0.0,6.1308,0.0,0.0,200.0,6.8482,7.1555,4.2979,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.4396,0.0,0.0,1.4401,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,5.193,0.0,7.0,8.7104,0.0,8.7508,4.4734,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
6.5287,3.7136,0.0,5.5678,6.9078,6.5941,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.1964,0.8171,-3.0235,0.0,50.0,0.0,4.6052,4.6052,4.3503,100.0,1000.0,0.0,1.0,0.0,0.8036,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.5,8.1605,0.0,7.9429,4.6151,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
6.53,3.0896,0.0,5.5678,6.5772,6.4843,6.53,0.0,6.5521,0.0,0.0,127.55,5.189,6.6831,2.834,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.0241,0.0,-0.5984,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.912,0.0,7.5,8.8985,0.0,8.8268,4.5912,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
6.5312,2.9288,0.0,2.1001,0.0,0.0,0.0,2.708,0.0,2.7081,0.0,0.0,0.0,0.0,0.0,6.8936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.746,45.085,45.091,45.582,-0.9813,0.0,0.0,1.6633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.684,0.2639,1.5768,0.0,0.0,0.0,0.0,0.0,4.1,8.1368,0.0,8.1356,4.4352,0.0,0.0,1.0,0.0,2.3026,3.6933,5.8425,2
6.5331,1.2867,1.79,1.0,3.4553,3.0366,3.4012,0.0,3.2189,0.0,0.0,21.667,3.912,3.3992,1.9741,7.0977,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.918,25.883,20.709,26.456,-20.0,0.0,50.0,0.0,1.9405,1.3474,2.9263,-29.66,1000.0,2.489,0.0,-10.0,0.0,1.0,20.0,4.67,1.067,1.5519,0.0,0.0,0.0,2.3026,0.0,1.0,5.6412,0.0,5.7445,3.3735,0.0,0.0,1.0,0.0,2.3026,3.79,1.7533,1
6.5356,0.0,482.02,3.0249,5.8696,6.0173,4.6052,0.0,6.8307,0.0,-112.69,0.0,6.495,6.5356,3.87,7.0879,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.8927,0.0,0.5547,0.2393,0.0,0.5547,0.0,5.8927,3.955,4.3692,4.4637,-21.023,228.52,1.234,1.0,0.0,1.0914,1.0,19.969,5.1258,0.25892,0.0,2.4417,0.0,0.0,4.6052,0.0,6.5,8.5626,0.0,8.6675,4.4005,0.0,0.0,1.0,0.0,0.0,1.2573,7.4425,2
6.5358,3.7136,386.79,4.3681,5.4371,4.9649,6.5358,0.0,0.0,0.0,0.0,172.98,6.3363,6.5358,4.4057,6.9082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6052,4.6052,4.6052,0.0,0.0,1.2541,0.0,0.0,1.244,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,5.3471,0.0,4.5,8.2777,0.0,8.2455,4.4824,0.0,0.0,1.0,1.0,0.0,0.0,10.05,2
6.538,3.7136,573.14,1.0,4.4229,3.7297,5.2983,0.0,0.0,0.0,0.0,83.333,5.3345,5.6027,4.0453,7.1699,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4546,50.0,3.7855,3.9815,0.0,3.7855,50.0,0.0,3.3735,3.8375,3.8927,-53.591,501.55,1.9342,0.0,-10.0,0.0,1.0,20.0,4.8154,0.29381,1.786,0.0,0.0,0.0,2.3026,0.0,4.2,8.1575,0.0,8.1631,4.4318,2.3026,0.0,1.0,0.0,2.1401,2.6658,5.9963,2
6.5385,1.9748,228.54,2.3133,5.1378,5.3399,5.5215,0.0,5.2983,0.0,-76.333,0.0,5.5245,5.4799,3.6481,7.0156,1.0,1.0,0.0,0.98273,0.0,1.0,0.0,13.698,0.37603,3.1984,1.7649,2.2999,1.7768,1.1786,0.0,1.0113,0.0,8.426,3.5663,4.0167,4.024,-1.016,978.99,1.239,0.0,0.0,1.1881,1.0,20.0,4.7122,0.318,1.6102,0.0,-1.0,1.0,2.9957,0.0,3.5,7.9343,0.0,7.9405,4.3914,0.0,0.0,2.0,0.0,1.2705,1.5434,5.3041,2
6.5428,3.7136,224.75,5.5678,4.8865,4.8513,5.9851,0.0,0.0,0.0,0.0,9.157,0.0,6.5428,0.0,7.0029,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7467,0.0,0.7467,0.3867,0.0,0.7467,0.0,0.7467,4.6052,4.6052,4.5768,100.0,1000.0,0.0,0.0,0.0,1.7467,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.2103,0.0,9.1384,4.6151,0.0,0.0,2.0,1.0,0.0,0.0,10.05,2
